item_id,brand,brand_type,category
6970,482,Established,12
6971,278,Established,7
6972,56,Local,12
6973,98,Established,7
6974,2667,Established,8
6975,248,Established,7
6976,56,Local,7
6977,1388,Established,7
6978,4671,Established,12
6979,1088,Established,7
6980,446,Established,7
6981,56,Local,11
6982,1891,Established,12
6983,4467,Established,12
6984,1494,Established,13
6985,522,Established,3
6986,1840,Established,7
6987,1390,Established,12
6988,4991,Established,3
6989,2266,Established,7
6990,673,Established,12
6991,487,Established,7
6992,141,Established,7
6993,56,Local,17
6994,602,Established,4
6995,2270,Established,17
6996,4187,Established,8
6997,1319,Established,12
6998,207,Established,7
6999,2969,Established,16
7000,56,Local,13
7001,5073,Established,6
7002,65,Established,7
7003,404,Established,7
7004,783,Established,12
7005,56,Local,7
7006,56,Local,16
7007,3186,Established,13
7008,1447,Established,7
7009,2282,Established,7
7010,1600,Established,7
7011,278,Established,7
7012,2412,Established,12
7013,1533,Established,12
7014,153,Established,7
7015,1470,Established,12
7016,2138,Established,7
7017,487,Established,7
7018,1262,Established,12
7019,1707,Established,7
7020,4489,Established,12
7021,989,Established,11
7022,4302,Established,12
7023,1763,Established,12
7024,1821,Established,12
7025,1,Established,10
7026,1582,Established,12
7027,56,Local,7
7028,2650,Established,8
7029,2147,Established,13
7030,209,Established,7
7031,278,Established,7
7032,498,Established,3
7033,56,Local,12
7034,56,Local,2
7035,278,Established,7
7036,864,Established,7
7037,5072,Established,12
7038,56,Local,7
7039,1732,Established,2
7040,2032,Established,7
7041,2088,Established,12
7042,56,Local,7
7043,1057,Established,7
7044,602,Established,4
7045,487,Established,7
7046,1105,Established,7
7047,853,Established,7
7048,56,Local,7
7049,2172,Established,12
7050,1403,Established,12
7051,3908,Established,13
7052,56,Local,7
7053,1124,Established,7
7054,79,Established,11
7055,4870,Established,7
7056,986,Established,7
7057,56,Local,10
7058,56,Local,2
7059,867,Established,7
7060,1124,Established,7
7061,1335,Established,7
7062,2292,Established,7
7063,56,Local,7
7064,56,Local,7
7065,1713,Established,3
7066,3582,Established,13
7067,1124,Established,7
7068,4700,Established,7
7069,765,Established,12
7070,5023,Established,3
7071,83,Established,12
7072,56,Local,12
7073,3697,Established,13
7074,1788,Established,12
7075,1592,Established,7
7076,56,Local,12
7077,101,Established,12
7078,619,Established,7
7079,72,Established,7
7080,408,Established,7
7081,1533,Established,12
7082,281,Established,12
7083,1446,Established,7
7084,602,Established,4
7085,559,Established,12
7086,702,Established,7
7087,2265,Established,7
7088,334,Established,7
7089,794,Established,7
7090,946,Established,7
7091,819,Established,7
7092,56,Local,7
7093,1390,Established,12
7094,22,Established,12
7095,4823,Established,7
7096,1936,Established,12
7097,619,Established,7
7098,56,Local,12
7099,2723,Established,8
7100,2088,Established,12
7101,56,Local,2
7102,1923,Established,7
7103,1101,Established,7
7104,396,Established,7
7105,1542,Established,12
7106,56,Local,7
7107,57,Established,7
7108,686,Established,12
7109,602,Established,10
7110,56,Local,7
7111,4382,Established,12
7112,989,Established,11
7113,739,Established,3
7114,4412,Established,12
7115,774,Established,7
7116,4412,Established,12
7117,56,Local,7
7118,4067,Established,8
7119,1025,Established,12
7120,2704,Established,8
7121,869,Local,2
7122,701,Established,7
7123,1981,Established,12
7124,782,Established,7
7125,132,Established,7
7126,1105,Established,7
7127,4302,Established,12
7128,1421,Established,12
7129,1358,Established,7
7130,946,Established,7
7131,4467,Established,12
7132,4898,Established,16
7133,56,Local,7
7134,2666,Established,8
7135,1259,Established,7
7136,961,Established,3
7137,4513,Established,12
7138,3963,Established,13
7139,56,Local,12
7140,369,Established,7
7141,56,Local,16
7142,56,Local,7
7143,1294,Established,7
7144,56,Local,7
7145,56,Local,7
7146,1958,Established,7
7147,3482,Established,8
7148,1390,Established,12
7149,2056,Established,12
7150,4348,Established,12
7151,2154,Established,7
7152,56,Local,7
7153,209,Established,7
7154,475,Established,7
7155,872,Established,12
7156,2149,Established,7
7157,986,Established,7
7158,280,Established,7
7159,172,Established,7
7160,1244,Established,7
7161,446,Established,7
7162,4700,Established,7
7163,56,Local,3
7164,56,Local,7
7165,449,Established,12
7166,4342,Established,12
7167,1229,Established,7
7168,1101,Established,7
7169,56,Local,7
7170,1540,Established,12
7171,56,Local,13
7172,56,Local,7
7173,338,Established,12
7174,29,Established,12
7175,4763,Established,2
7176,1105,Established,7
7177,4388,Established,12
7178,686,Established,12
7179,866,Established,17
7180,2379,Established,7
7181,56,Local,7
7182,475,Established,12
7183,5215,Established,7
7184,487,Established,7
7185,1183,Established,7
7186,1395,Established,7
7187,56,Local,3
7188,3574,Established,13
7189,2855,Established,15
7190,465,Established,7
7191,89,Established,7
7192,1134,Established,7
7193,4467,Established,12
7194,55,Established,9
7195,56,Local,7
7196,619,Established,12
7197,1088,Established,7
7198,303,Established,12
7199,1277,Established,7
7200,823,Established,7
7201,56,Local,12
7202,4810,Established,13
7203,1101,Established,12
7204,56,Local,7
7205,69,Established,12
7206,1480,Established,7
7207,469,Established,12
7208,158,Established,12
7209,979,Established,7
7210,989,Established,7
7211,1140,Established,7
7212,2349,Established,7
7213,946,Established,7
7214,383,Established,7
7215,554,Established,12
7216,2193,Established,7
7217,1842,Established,7
7218,172,Established,7
7219,56,Local,16
7220,56,Local,7
7221,917,Established,12
7222,172,Established,7
7223,946,Established,7
7224,387,Established,7
7225,79,Established,11
7226,1361,Established,12
7227,2320,Established,7
7228,657,Established,3
7229,56,Local,7
7230,866,Established,17
7231,1045,Established,11
7232,2171,Established,7
7233,4346,Established,12
7234,1446,Established,7
7235,1337,Established,7
7236,1272,Established,16
7237,826,Established,16
7238,412,Established,7
7239,1688,Established,12
7240,56,Local,7
7241,5001,Established,3
7242,602,Established,10
7243,1371,Established,7
7244,3760,Established,8
7245,2206,Established,7
7246,4291,Established,12
7247,4671,Established,12
7248,1598,Established,7
7249,1,Established,10
7250,147,Established,7
7251,866,Established,17
7252,56,Local,7
7253,2372,Established,1
7254,56,Local,12
7255,278,Established,7
7256,56,Local,2
7257,946,Established,12
7258,172,Established,7
7259,4478,Established,7
7260,1105,Established,7
7261,524,Established,7
7262,589,Established,3
7263,1128,Established,12
7264,738,Established,12
7265,56,Local,7
7266,56,Local,7
7267,387,Established,7
7268,2410,Established,12
7269,4350,Established,12
7270,1271,Established,12
7271,3892,Established,13
7272,946,Established,7
7273,1946,Established,13
7274,782,Established,7
7275,56,Local,16
7276,2188,Established,7
7277,1760,Established,17
7278,1144,Established,12
7279,1,Established,10
7280,88,Established,12
7281,2240,Established,7
7282,1235,Established,7
7283,1760,Established,17
7284,56,Local,7
7285,619,Established,12
7286,1308,Established,13
7287,2128,Established,1
7288,360,Established,10
7289,1124,Established,7
7290,4534,Established,7
7291,69,Established,12
7292,1534,Established,12
7293,602,Established,4
7294,1975,Established,3
7295,56,Local,12
7296,212,Established,7
7297,605,Established,12
7298,644,Established,12
7299,4822,Established,12
7300,1816,Established,17
7301,1671,Established,12
7302,2088,Established,12
7303,2843,Established,4
7304,56,Local,7
7305,97,Established,12
7306,56,Local,7
7307,1335,Established,7
7308,1948,Established,10
7309,2550,Established,8
7310,866,Established,17
7311,894,Established,7
7312,1085,Established,12
7313,4376,Established,12
7314,4412,Established,12
7315,634,Established,7
7316,2254,Established,7
7317,2644,Established,8
7318,4890,Established,12
7319,56,Local,7
7320,1536,Established,12
7321,56,Local,7
7322,1788,Established,12
7323,56,Local,12
7324,743,Established,7
7325,971,Established,7
7326,487,Established,7
7327,1124,Established,7
7328,4507,Established,12
7329,2088,Established,12
7330,4342,Established,12
7331,952,Established,12
7332,2147,Established,13
7333,56,Local,12
7334,56,Local,7
7335,328,Established,17
7336,1101,Established,7
7337,2410,Established,12
7338,486,Established,17
7339,56,Local,2
7340,2303,Established,7
7341,56,Local,7
7342,3074,Established,8
7343,716,Established,13
7344,1760,Established,17
7345,1041,Established,12
7346,4306,Established,12
7347,2131,Established,7
7348,2769,Established,4
7349,2453,Established,13
7350,487,Established,7
7351,3804,Established,8
7352,4845,Established,7
7353,2025,Established,7
7354,1101,Established,7
7355,1,Established,10
7356,1487,Established,10
7357,602,Established,4
7358,1906,Established,12
7359,56,Local,7
7360,866,Established,17
7361,1,Established,7
7362,4210,Established,8
7363,56,Local,2
7364,56,Local,7
7365,1930,Established,7
7366,1025,Established,7
7367,2648,Established,8
7368,593,Established,12
7369,5053,Established,3
7370,332,Established,7
7371,3673,Established,8
7372,457,Established,7
7373,206,Established,7
7374,5228,Established,6
7375,1369,Established,7
7376,56,Local,7
7377,1004,Established,7
7378,1,Established,10
7379,1,Established,10
7380,340,Established,12
7381,1760,Established,17
7382,2355,Established,1
7383,1262,Established,12
7384,1065,Established,7
7385,885,Established,12
7386,1270,Established,13
7387,1101,Established,7
7388,56,Local,7
7389,56,Local,7
7390,4412,Established,12
7391,4340,Established,12
7392,2496,Established,8
7393,704,Established,12
7394,4467,Established,12
7395,162,Established,7
7396,4434,Established,2
7397,1124,Established,7
7398,3211,Established,8
7399,602,Established,4
7400,56,Local,12
7401,1025,Established,7
7402,56,Local,7
7403,487,Established,7
7404,56,Local,7
7405,56,Local,2
7406,1442,Established,7
7407,619,Established,12
7408,2098,Established,7
7409,4467,Established,12
7410,285,Established,12
7411,1546,Established,7
7412,851,Established,12
7413,3212,Established,8
7414,2147,Established,13
7415,231,Established,7
7416,56,Local,12
7417,1,Established,10
7418,1442,Established,7
7419,159,Established,12
7420,56,Local,7
7421,4126,Established,8
7422,323,Established,12
7423,56,Local,11
7424,3264,Established,13
7425,946,Established,7
7426,4846,Established,12
7427,1375,Established,7
7428,953,Established,12
7429,1822,Established,12
7430,1298,Established,7
7431,4632,Established,3
7432,1013,Established,7
7433,2004,Established,10
7434,1567,Established,12
7435,2457,Established,3
7436,56,Local,7
7437,487,Established,7
7438,56,Local,13
7439,1961,Established,7
7440,3501,Established,8
7441,1891,Established,12
7442,1409,Established,12
7443,462,Established,3
7444,1808,Established,7
7445,2065,Established,7
7446,115,Established,7
7447,183,Established,12
7448,2240,Established,7
7449,2733,Established,8
7450,673,Established,12
7451,4306,Established,12
7452,4375,Established,12
7453,1515,Established,7
7454,189,Established,12
7455,823,Established,7
7456,224,Established,3
7457,2880,Established,4
7458,2035,Established,12
7459,2076,Established,3
7460,787,Established,7
7461,1975,Established,3
7462,56,Local,7
7463,2412,Established,12
7464,4954,Established,7
7465,56,Local,7
7466,5071,Established,12
7467,5091,Established,11
7468,1463,Established,7
7469,21,Established,12
7470,946,Established,7
7471,56,Local,11
7472,4281,Established,12
7473,56,Local,12
7474,158,Established,12
7475,89,Established,7
7476,183,Established,12
7477,146,Established,12
7478,323,Established,12
7479,803,Established,7
7480,56,Local,7
7481,1898,Established,11
7482,681,Established,7
7483,1362,Established,7
7484,597,Established,7
7485,56,Local,7
7486,1030,Established,7
7487,451,Established,12
7488,814,Established,7
7489,212,Established,7
7490,582,Established,10
7491,2905,Established,12
7492,1648,Established,12
7493,458,Established,7
7494,56,Local,7
7495,4358,Established,17
7496,56,Local,7
7497,56,Local,7
7498,2391,Established,17
7499,56,Local,10
7500,209,Established,7
7501,56,Local,7
7502,1337,Established,7
7503,673,Established,12
7504,2466,Established,7
7505,4880,Established,3
7506,1325,Established,7
7507,2183,Established,12
7508,2035,Established,12
7509,350,Established,11
7510,4376,Established,12
7511,4467,Established,12
7512,1496,Established,12
7513,1672,Established,12
7514,1716,Established,7
7515,141,Established,7
7516,673,Established,12
7517,1735,Established,7
7518,1104,Established,17
7519,56,Local,7
7520,1313,Established,7
7521,1587,Established,7
7522,1136,Established,7
7523,56,Local,7
7524,209,Established,7
7525,291,Established,12
7526,328,Established,17
7527,1390,Established,12
7528,4642,Established,13
7529,29,Established,12
7530,2265,Established,7
7531,172,Established,7
7532,1101,Established,7
7533,1952,Established,12
7534,1319,Established,12
7535,360,Established,7
7536,303,Established,12
7537,56,Local,7
7538,1707,Established,7
7539,1308,Established,13
7540,1149,Established,12
7541,4281,Established,12
7542,1101,Established,7
7543,56,Local,7
7544,4299,Established,12
7545,2051,Established,12
7546,4297,Established,12
7547,2405,Established,7
7548,56,Local,7
7549,762,Established,2
7550,997,Established,7
7551,1415,Established,10
7552,1628,Established,7
7553,56,Local,7
7554,1878,Established,12
7555,1870,Established,12
7556,334,Established,7
7557,56,Local,7
7558,1501,Established,12
7559,56,Local,12
7560,1262,Established,12
7561,319,Established,3
7562,4927,Established,7
7563,1124,Established,7
7564,4619,Established,2
7565,839,Established,12
7566,56,Local,7
7567,56,Local,12
7568,303,Established,12
7569,56,Local,7
7570,1564,Established,7
7571,56,Local,2
7572,406,Established,9
7573,89,Established,7
7574,56,Local,7
7575,56,Local,12
7576,5350,Established,7
7577,56,Local,7
7578,56,Local,7
7579,2344,Established,7
7580,56,Local,11
7581,56,Local,7
7582,293,Established,7
7583,272,Established,12
7584,4700,Established,7
7585,68,Established,12
7586,1288,Established,12
7587,619,Established,12
7588,971,Established,7
7589,1274,Established,12
7590,271,Established,7
7591,1460,Established,12
7592,141,Established,7
7593,209,Established,7
7594,56,Local,7
7595,482,Established,12
7596,1092,Established,12
7597,4348,Established,12
7598,1332,Established,3
7599,371,Established,3
7600,487,Established,7
7601,589,Established,3
7602,2251,Established,12
7603,708,Established,3
7604,4741,Local,7
7605,1025,Established,12
7606,3748,Established,8
7607,1041,Established,12
7608,220,Established,12
7609,935,Established,2
7610,602,Established,6
7611,4412,Established,12
7612,4467,Established,12
7613,548,Established,7
7614,1306,Established,7
7615,4700,Established,7
7616,1337,Established,7
7617,848,Established,12
7618,56,Local,12
7619,1486,Established,7
7620,158,Established,12
7621,56,Local,7
7622,4870,Established,7
7623,360,Established,7
7624,1470,Established,12
7625,56,Local,7
7626,1048,Established,7
7627,702,Established,7
7628,4060,Established,11
7629,4419,Established,12
7630,1906,Established,12
7631,224,Established,3
7632,584,Established,7
7633,1567,Established,12
7634,2902,Established,12
7635,5052,Established,12
7636,133,Established,7
7637,56,Local,11
7638,601,Established,12
7639,757,Established,7
7640,1088,Established,7
7641,56,Local,7
7642,278,Established,7
7643,3068,Established,8
7644,487,Established,7
7645,56,Local,7
7646,160,Established,7
7647,1577,Established,7
7648,560,Established,12
7649,1823,Established,3
7650,2134,Established,12
7651,809,Established,7
7652,4855,Established,12
7653,771,Established,12
7654,1954,Established,7
7655,2163,Established,7
7656,1490,Established,7
7657,2024,Established,7
7658,1337,Established,7
7659,4338,Established,12
7660,56,Local,12
7661,4302,Established,12
7662,1140,Established,7
7663,1906,Established,12
7664,248,Established,7
7665,3040,Established,8
7666,56,Local,12
7667,4348,Established,12
7668,4093,Established,8
7669,1105,Established,7
7670,1143,Established,7
7671,1294,Established,10
7672,1446,Established,7
7673,4278,Established,12
7674,1947,Established,12
7675,614,Established,7
7676,83,Established,12
7677,4412,Established,12
7678,328,Established,17
7679,3826,Established,8
7680,1101,Established,7
7681,140,Established,3
7682,952,Established,12
7683,702,Established,7
7684,1438,Established,7
7685,158,Established,12
7686,4700,Established,7
7687,1262,Established,12
7688,56,Local,7
7689,1104,Established,17
7690,446,Established,7
7691,4374,Established,12
7692,278,Established,7
7693,98,Established,7
7694,1941,Established,12
7695,2082,Established,12
7696,4358,Established,17
7697,56,Local,16
7698,771,Established,12
7699,1274,Established,12
7700,172,Established,7
7701,1271,Established,7
7702,2279,Established,12
7703,2349,Established,7
7704,2429,Established,7
7705,953,Established,12
7706,4412,Established,12
7707,4350,Established,12
7708,498,Established,7
7709,147,Established,7
7710,498,Established,3
7711,1823,Established,3
7712,21,Established,12
7713,1740,Established,3
7714,544,Established,7
7715,1030,Established,7
7716,585,Established,12
7717,979,Established,7
7718,360,Established,7
7719,2024,Established,7
7720,4302,Established,12
7721,56,Local,7
7722,56,Local,2
7723,673,Established,7
7724,2105,Established,12
7725,56,Local,7
7726,2630,Established,8
7727,56,Local,11
7728,481,Established,10
7729,56,Local,7
7730,56,Local,12
7731,2659,Established,8
7732,1957,Established,7
7733,5207,Established,12
7734,2074,Established,7
7735,5052,Established,12
7736,866,Established,17
7737,56,Local,7
7738,548,Established,7
7739,146,Established,12
7740,5184,Established,12
7741,1897,Established,7
7742,1905,Established,13
7743,2320,Established,7
7744,97,Established,12
7745,115,Established,7
7746,567,Established,12
7747,714,Established,7
7748,4870,Established,7
7749,278,Established,7
7750,1139,Established,7
7751,146,Established,12
7752,226,Established,7
7753,1760,Established,17
7754,872,Established,12
7755,4472,Established,7
7756,158,Established,12
7757,1126,Established,12
7758,56,Local,17
7759,2240,Established,7
7760,1693,Established,12
7761,360,Established,7
7762,1308,Established,13
7763,323,Established,12
7764,1128,Established,12
7765,2446,Established,7
7766,2320,Established,7
7767,4467,Established,12
7768,946,Established,7
7769,72,Established,7
7770,1,Established,10
7771,1412,Established,12
7772,74,Established,7
7773,56,Local,7
7774,1442,Established,7
7775,1381,Established,7
7776,1686,Established,13
7777,159,Established,12
7778,56,Local,13
7779,2193,Established,7
7780,602,Established,10
7781,1947,Established,12
7782,146,Established,12
7783,1533,Established,12
7784,2126,Established,13
7785,609,Established,7
7786,360,Established,7
7787,1587,Established,7
7788,4412,Established,12
7789,1041,Established,12
7790,997,Established,7
7791,1124,Established,7
7792,4763,Established,2
7793,818,Established,12
7794,3258,Established,12
7795,281,Established,12
7796,539,Established,12
7797,1551,Established,7
7798,1434,Established,7
7799,1819,Established,7
7800,2034,Established,12
7801,56,Local,7
7802,686,Established,12
7803,1993,Established,2
7804,1041,Established,12
7805,56,Local,12
7806,1743,Established,12
7807,513,Established,3
7808,56,Local,7
7809,1274,Established,12
7810,1470,Established,12
7811,56,Local,7
7812,2390,Established,12
7813,487,Established,7
7814,560,Established,12
7815,97,Established,12
7816,56,Local,7
7817,1700,Established,7
7818,1,Established,7
7819,56,Local,7
7820,1569,Established,7
7821,2656,Established,8
7822,56,Local,7
7823,56,Local,7
7824,172,Established,7
7825,167,Established,7
7826,562,Established,17
7827,2379,Established,7
7828,56,Local,7
7829,141,Established,7
7830,522,Established,7
7831,2062,Established,13
7832,1716,Established,7
7833,2122,Established,7
7834,1107,Established,7
7835,914,Established,7
7836,1,Established,10
7837,1143,Established,7
7838,1689,Established,7
7839,2554,Established,8
7840,856,Established,7
7841,796,Established,12
7842,56,Local,7
7843,98,Established,7
7844,4215,Established,8
7845,116,Established,7
7846,971,Established,7
7847,2217,Established,3
7848,2025,Established,7
7849,56,Local,7
7850,303,Established,12
7851,1262,Established,12
7852,475,Established,12
7853,56,Local,7
7854,2223,Established,3
7855,3420,Established,13
7856,4642,Established,13
7857,4630,Established,12
7858,953,Established,12
7859,1637,Established,10
7860,56,Local,13
7861,4408,Established,12
7862,1025,Established,12
7863,56,Local,7
7864,56,Local,7
7865,56,Local,3
7866,952,Established,12
7867,686,Established,7
7868,1145,Established,7
7869,2546,Established,8
7870,1134,Established,7
7871,133,Established,7
7872,2379,Established,7
7873,316,Established,7
7874,522,Established,7
7875,1981,Established,12
7876,467,Established,12
7877,1870,Established,12
7878,56,Local,7
7879,562,Established,12
7880,946,Established,7
7881,56,Local,12
7882,56,Local,12
7883,5184,Established,12
7884,2086,Established,12
7885,5063,Established,7
7886,4369,Established,12
7887,2033,Established,12
7888,2937,Established,16
7889,1531,Established,12
7890,56,Local,7
7891,56,Local,2
7892,1845,Established,17
7893,1,Established,10
7894,986,Established,7
7895,1821,Established,12
7896,1380,Established,12
7897,831,Established,7
7898,4467,Established,12
7899,1906,Established,12
7900,105,Established,7
7901,360,Established,7
7902,124,Established,7
7903,4412,Established,12
7904,467,Established,12
7905,927,Established,13
7906,56,Local,12
7907,1294,Established,7
7908,56,Local,12
7909,56,Local,7
7910,714,Established,7
7911,946,Established,7
7912,56,Local,11
7913,971,Established,7
7914,56,Local,11
7915,986,Established,7
7916,1126,Established,12
7917,851,Established,12
7918,1863,Established,2
7919,539,Established,12
7920,560,Established,12
7921,1862,Established,7
7922,602,Established,9
7923,1298,Established,7
7924,3078,Established,8
7925,4745,Established,7
7926,280,Established,7
7927,1381,Established,7
7928,56,Local,11
7929,605,Established,12
7930,209,Established,7
7931,347,Established,12
7932,1714,Established,11
7933,56,Local,7
7934,56,Local,7
7935,56,Local,7
7936,4700,Established,7
7937,1458,Established,12
7938,4433,Established,12
7939,2240,Established,7
7940,1735,Established,7
7941,946,Established,7
7942,1401,Established,7
7943,301,Established,7
7944,1042,Established,10
7945,769,Established,3
7946,332,Established,7
7947,160,Established,7
7948,952,Established,12
7949,56,Local,2
7950,1808,Established,7
7951,1,Established,10
7952,1101,Established,7
7953,4603,Established,9
7954,1788,Established,12
7955,4817,Established,7
7956,4535,Established,3
7957,56,Local,2
7958,190,Established,13
7959,923,Established,3
7960,1391,Established,7
7961,4890,Established,12
7962,56,Local,7
7963,1533,Established,12
7964,56,Local,16
7965,4350,Established,12
7966,2035,Established,12
7967,1124,Established,7
7968,2399,Established,7
7969,908,Established,7
7970,1124,Established,7
7971,2366,Established,7
7972,574,Established,7
7973,56,Local,7
7974,1,Established,10
7975,602,Established,4
7976,56,Local,7
7977,57,Established,12
7978,3893,Established,13
7979,1186,Established,7
7980,2207,Established,7
7981,4302,Established,12
7982,544,Established,7
7983,487,Established,7
7984,956,Established,12
7985,1353,Established,13
7986,56,Local,7
7987,2009,Established,12
7988,686,Established,12
7989,4308,Established,12
7990,1390,Established,12
7991,487,Established,7
7992,2739,Established,8
7993,1390,Established,12
7994,183,Established,12
7995,3126,Established,13
7996,1262,Established,12
7997,158,Established,12
7998,193,Established,12
7999,4556,Established,9
8000,2302,Established,7
8001,1262,Established,12
8002,56,Local,7
8003,971,Established,7
8004,2549,Established,8
8005,905,Established,7
8006,1229,Established,7
8007,673,Established,12
8008,1,Established,9
8009,1636,Established,7
8010,2287,Established,7
8011,4325,Established,12
8012,56,Local,7
8013,2452,Established,7
8014,1638,Established,7
8015,1378,Established,7
8016,2035,Established,12
8017,1072,Established,7
8018,1471,Established,7
8019,2689,Established,8
8020,1162,Established,12
8021,56,Local,7
8022,913,Established,7
8023,1996,Established,7
8024,1501,Established,12
8025,1809,Established,12
8026,673,Established,12
8027,2265,Established,7
8028,1501,Established,12
8029,1060,Established,7
8030,2410,Established,12
8031,946,Established,7
8032,1885,Established,12
8033,1710,Established,2
8034,56,Local,7
8035,789,Established,3
8036,1025,Established,12
8037,1626,Established,12
8038,56,Local,7
8039,56,Local,16
8040,226,Established,7
8041,467,Established,12
8042,475,Established,12
8043,172,Established,7
8044,56,Local,7
8045,1148,Established,12
8046,774,Established,7
8047,56,Local,7
8048,56,Local,13
8049,350,Established,11
8050,574,Established,7
8051,3950,Established,13
8052,584,Established,7
8053,2155,Established,7
8054,2668,Established,8
8055,953,Established,12
8056,475,Established,7
8057,56,Local,12
8058,162,Established,7
8059,984,Established,11
8060,303,Established,12
8061,2265,Established,7
8062,4817,Established,7
8063,1784,Established,7
8064,1143,Established,7
8065,3381,Established,8
8066,2043,Established,12
8067,1337,Established,7
8068,56,Local,12
8069,951,Established,12
8070,387,Established,7
8071,196,Established,13
8072,2025,Established,7
8073,160,Established,7
8074,562,Established,17
8075,172,Established,7
8076,2088,Established,12
8077,1764,Established,12
8078,1760,Established,17
8079,1,Established,7
8080,138,Established,12
8081,686,Established,12
8082,56,Local,7
8083,619,Established,12
8084,2293,Established,7
8085,56,Local,10
8086,302,Established,3
8087,2739,Established,8
8088,316,Established,12
8089,56,Local,7
8090,11,Local,7
8091,22,Established,12
8092,1292,Established,7
8093,1375,Established,7
8094,866,Established,17
8095,1030,Established,7
8096,602,Established,10
8097,2035,Established,12
8098,1124,Established,7
8099,4618,Established,7
8100,986,Established,7
8101,4377,Established,12
8102,1396,Established,3
8103,56,Local,7
8104,4441,Established,7
8105,2240,Established,7
8106,209,Established,7
8107,914,Established,7
8108,923,Established,3
8109,923,Established,3
8110,953,Established,12
8111,4845,Established,7
8112,790,Established,7
8113,1390,Established,12
8114,56,Local,12
8115,5223,Established,12
8116,1638,Established,7
8117,619,Established,12
8118,783,Established,12
8119,4962,Established,7
8120,873,Established,12
8121,2916,Established,16
8122,1013,Established,7
8123,4952,Established,1
8124,158,Established,12
8125,1266,Established,12
8126,2170,Established,1
8127,1124,Established,7
8128,714,Established,7
8129,56,Local,12
8130,4364,Established,17
8131,4700,Established,7
8132,4700,Established,7
8133,1768,Established,7
8134,866,Established,17
8135,1575,Established,12
8136,56,Local,7
8137,686,Established,7
8138,56,Local,7
8139,2240,Established,7
8140,946,Established,7
8141,56,Local,11
8142,56,Local,7
8143,316,Established,12
8144,1564,Established,7
8145,1709,Established,7
8146,1667,Established,17
8147,4297,Established,12
8148,4467,Established,12
8149,2164,Established,1
8150,56,Local,7
8151,1124,Established,7
8152,56,Local,12
8153,56,Local,10
8154,3379,Established,8
8155,4633,Established,10
8156,1646,Established,12
8157,303,Established,12
8158,4302,Established,12
8159,1685,Established,12
8160,56,Local,7
8161,1124,Established,7
8162,4412,Established,12
8163,1820,Established,12
8164,66,Established,7
8165,56,Local,7
8166,2169,Established,7
8167,1000,Established,11
8168,93,Established,12
8169,1470,Established,17
8170,2181,Established,7
8171,1463,Established,7
8172,56,Local,7
8173,56,Local,7
8174,1390,Established,12
8175,1542,Established,12
8176,2667,Established,8
8177,1440,Established,12
8178,56,Local,13
8179,544,Established,7
8180,818,Established,12
8181,56,Local,10
8182,1,Established,10
8183,953,Established,12
8184,851,Established,12
8185,4357,Established,17
8186,212,Established,7
8187,1820,Established,12
8188,316,Established,7
8189,56,Local,7
8190,1463,Established,7
8191,1128,Established,12
8192,677,Established,7
8193,602,Established,4
8194,782,Established,7
8195,1599,Established,7
8196,2807,Established,4
8197,4467,Established,12
8198,2410,Established,12
8199,350,Established,11
8200,902,Established,12
8201,56,Local,12
8202,714,Established,7
8203,101,Established,12
8204,1116,Established,3
8205,4466,Established,3
8206,172,Established,7
8207,56,Local,7
8208,2322,Established,7
8209,56,Local,7
8210,1708,Established,3
8211,3365,Established,8
8212,141,Established,7
8213,1739,Established,7
8214,1101,Established,7
8215,4374,Established,12
8216,152,Established,7
8217,1705,Established,12
8218,953,Established,12
8219,5075,Established,7
8220,8,Established,10
8221,1,Established,14
8222,435,Established,12
8223,56,Local,7
8224,467,Established,12
8225,4467,Established,12
8226,231,Established,7
8227,4723,Established,7
8228,56,Local,7
8229,5013,Established,7
8230,4616,Established,12
8231,522,Established,7
8232,927,Established,13
8233,56,Local,2
8234,206,Established,7
8235,892,Established,7
8236,1460,Established,12
8237,1981,Established,12
8238,1768,Established,7
8239,350,Established,11
8240,1870,Established,12
8241,2346,Established,1
8242,2410,Established,12
8243,593,Established,12
8244,56,Local,7
8245,56,Local,7
8246,524,Established,7
8247,1709,Established,7
8248,4676,Established,12
8249,843,Established,7
8250,172,Established,7
8251,56,Local,7
8252,56,Local,3
8253,278,Established,7
8254,4408,Established,12
8255,1612,Established,7
8256,83,Established,12
8257,971,Established,7
8258,1689,Established,7
8259,56,Local,7
8260,108,Established,17
8261,56,Local,7
8262,1991,Established,11
8263,2471,Established,7
8264,56,Local,7
8265,1707,Established,7
8266,404,Established,7
8267,172,Established,7
8268,391,Established,12
8269,320,Established,7
8270,56,Local,7
8271,1470,Established,17
8272,1941,Established,12
8273,1185,Established,7
8274,714,Established,7
8275,4792,Established,7
8276,278,Established,13
8277,56,Local,2
8278,147,Established,7
8279,437,Established,7
8280,2151,Established,7
8281,771,Established,12
8282,56,Local,7
8283,5110,Established,7
8284,1617,Established,12
8285,328,Established,12
8286,1993,Established,2
8287,877,Established,7
8288,522,Established,7
8289,2130,Established,7
8290,56,Local,2
8291,4361,Established,17
8292,369,Established,7
8293,2412,Established,12
8294,1105,Established,7
8295,1286,Established,13
8296,1600,Established,7
8297,2393,Established,7
8298,1835,Established,12
8299,97,Established,12
8300,714,Established,7
8301,1340,Established,7
